Dependents,tenure,Contract,PaperlessBilling,MonthlyCharges,tenure_group,has_internet,num_addon_services,charge_category,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,Churn
1,1,1,0,19.85,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,11,0,1,99.5,0,1,1,3,1,0,0,0,0,0,0,1,0,0,1
1,69,2,0,19.9,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,45.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,64.95,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,31,0,0,89.45,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0
0,29,0,1,74.95,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,72,2,1,108.2,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
1,63,2,0,19.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,0,25.0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,55,2,0,21.0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,7,0,1,71.35,0,1,3,2,0,0,0,1,0,0,0,1,0,1,0
1,65,2,0,94.55,3,1,4,2,1,0,0,1,0,1,0,1,0,1,0
0,37,1,0,80.05,2,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,45,1,0,18.85,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,52,2,0,39.1,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
0,43,1,1,107.55,2,1,2,3,1,0,0,0,0,0,0,1,0,1,1
0,59,2,0,19.35,3,0,0,0,0,1,1,0,1,0,1,0,1,0,1
1,72,2,1,71.45,3,1,2,2,0,0,0,1,0,0,0,1,0,0,0
0,19,0,1,88.2,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,47,0,1,85.3,2,1,1,2,1,0,0,0,0,0,0,1,0,0,1
1,65,1,1,103.9,3,1,2,3,1,0,0,0,0,0,0,1,0,1,0
0,58,0,1,102.1,3,1,2,3,1,0,0,0,0,0,0,1,0,1,1
0,31,2,0,99.45,2,1,2,3,1,0,0,0,0,0,0,1,0,1,0
0,33,1,1,103.75,2,1,3,3,1,0,0,1,0,0,0,1,0,1,1
0,64,1,1,102.45,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,44,1,1,53.95,2,1,2,1,0,0,0,0,0,1,0,1,0,0,1
1,0,2,1,52.55,0,1,3,1,0,0,0,1,0,0,0,1,0,1,0
1,18,1,0,20.15,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
1,6,0,0,55.9,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1
0,11,0,0,76.4,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,8,1,0,24.4,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,45,1,1,98.7,2,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,14,0,0,50.45,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,35,1,1,108.35,2,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,20,1,0,20.65,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,68,2,1,24.95,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,70,1,0,64.95,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,1,44.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,63,2,0,63.55,3,1,4,1,0,0,0,1,0,1,0,1,0,1,0
1,50,2,0,20.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,29,0,1,98.8,2,1,2,3,1,0,0,0,0,0,0,1,0,1,0
1,57,1,1,59.3,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,72,2,0,42.1,3,1,3,1,0,0,0,1,0,1,0,1,0,0,0
1,29,0,1,89.2,2,1,1,2,1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,24.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70,2,0,89.75,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
1,33,1,1,20.15,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,10,0,1,91.1,0,1,2,2,1,0,0,0,0,0,0,1,0,1,0
0,1,0,1,20.1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,59,2,0,24.45,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,22,1,0,25.6,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,67,2,0,81.35,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,15,0,0,58.95,1,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,3,0,1,29.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,5,0,1,68.95,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,49,2,1,74.45,3,1,2,2,0,0,0,0,0,0,0,1,0,1,0
0,51,0,0,80.0,3,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,5,0,1,80.6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,5,0,0,69.95,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,66,2,1,74.6,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0
1,71,1,1,72.9,3,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,31,0,1,99.95,2,1,1,3,1,0,0,0,0,1,0,0,0,0,1
0,2,0,0,44.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,25,2,0,108.9,2,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,47,1,0,94.9,2,1,2,2,1,0,0,1,0,0,0,1,0,0,0
0,35,0,1,89.85,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,59,1,1,61.35,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,67,2,1,20.8,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,32,0,0,19.9,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,9,0,1,18.95,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,14,0,1,92.9,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,29,0,1,98.6,2,1,1,3,1,0,0,0,0,0,0,1,0,0,1
1,69,2,0,19.7,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,64,2,1,110.5,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
1,51,1,1,76.4,3,1,2,2,0,0,0,1,0,0,0,0,0,1,0
0,37,1,0,68.1,2,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,1,0,0,20.2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,1,0,1,20.3,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,2,0,0,80.6,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
1,45,2,1,84.35,2,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,45,1,1,102.15,2,1,1,3,1,0,0,0,0,0,0,1,0,0,0
1,17,0,0,94.4,1,1,2,2,1,0,0,1,0,0,0,1,0,0,1
1,26,0,1,83.75,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,68,1,1,54.4,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0
1,72,2,0,67.2,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,72,2,1,115.8,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,10,0,1,45.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,4,0,0,84.05,0,1,2,2,1,0,0,0,0,1,0,1,0,0,1
1,55,1,1,75.0,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,7,0,0,95.0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,70.4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,50.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,21,0,1,41.9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1,17,1,1,61.95,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,10,0,1,84.7,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1
0,1,0,0,76.0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,71,2,0,59.7,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
0,7,0,1,94.25,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,72,2,1,84.1,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,59,0,1,51.7,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0
0,5,0,1,91.4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,2,0,1,20.05,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,67,2,0,65.65,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,12,0,0,43.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,72,2,0,114.45,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,11,1,0,25.2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,54,2,1,65.3,3,1,2,2,0,0,0,1,0,1,0,0,0,0,0
0,32,0,1,85.65,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,76.45,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,71,2,0,19.45,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,1,93.85,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,20,1,0,76.0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0
0,28,0,0,56.05,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0
0,14,0,0,90.45,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,2,0,1,19.9,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,3,0,1,23.6,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,1,110.15,3,1,3,3,1,0,0,1,0,0,0,1,0,1,0
0,65,0,0,105.25,3,1,2,3,1,0,0,1,0,0,0,1,0,0,1
0,68,1,0,86.45,3,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,39,1,0,81.4,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,40,0,1,78.85,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0
1,33,2,1,24.5,2,0,0,0,0,1,1,0,1,0,1,0,1,0,1
1,48,2,0,39.4,2,1,3,1,0,0,0,1,0,1,0,0,0,1,0
1,59,2,0,19.5,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,32,1,0,20.55,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,41,2,0,19.7,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,20.6,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,26,0,1,83.95,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,1,0,1,70.85,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,69,1,1,53.65,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0
0,7,0,1,100.4,0,1,2,3,1,0,0,0,0,0,0,1,0,1,0
0,46,0,1,74.8,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,2,0,0,24.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,22,0,1,80.15,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,4,0,1,74.8,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,8,0,0,75.6,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,1,0,1,73.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,27,0,1,19.4,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,25,1,1,40.65,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,17,0,0,74.55,1,1,2,2,0,0,0,1,0,1,0,0,0,0,0
1,9,1,1,90.35,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,2,0,1,25.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,1,80.6,0,1,2,2,1,0,0,0,0,0,0,1,0,1,1
1,52,2,0,50.2,3,1,3,1,0,0,0,0,0,1,0,1,0,1,0
0,49,2,1,66.15,3,1,1,2,0,0,0,0,0,0,0,0,0,1,0
0,56,2,1,25.15,3,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,1,0,1,95.6,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1
1,69,2,0,46.25,3,1,4,1,0,0,0,1,0,1,0,1,0,1,0
1,1,0,1,69.65,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,2,0,0,60.85,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,41,0,1,80.25,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,15,1,0,56.15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,19.65,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
1,20,0,1,90.2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,46,0,0,72.8,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,20.65,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,13,0,0,94.1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,1
0,67,2,1,26.1,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,2,0,0,20.05,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,68,2,1,86.5,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,43,1,0,44.15,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,72,2,1,99.15,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,9,0,0,40.65,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
0,1,0,1,20.2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,16,0,0,19.6,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,1,113.65,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
1,72,2,1,80.8,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,1,0,1,49.8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,71.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,3,0,0,60.65,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,20.2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,19.1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,1,69.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,63,2,1,79.85,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,3,0,1,89.85,0,1,2,2,1,0,0,0,0,0,0,1,0,1,0
0,2,0,1,69.8,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,52,2,1,80.95,3,1,2,2,0,0,0,0,0,0,0,1,0,1,0
0,42,0,1,94.4,2,1,2,2,1,0,0,1,0,0,0,1,0,0,0
0,71,2,1,24.65,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,55,2,0,25.7,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,2,0,1,79.45,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,71,2,1,105.15,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,6,0,1,105.3,0,1,2,3,1,0,0,0,0,1,0,1,0,0,1
1,4,0,0,80.8,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1
0,41,1,0,35.45,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0
0,27,0,0,30.75,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0,3,0,1,101.55,0,1,1,3,1,0,0,0,0,0,0,1,0,0,1
1,66,1,1,110.6,3,1,3,3,1,0,0,1,0,1,0,0,0,1,0
0,2,0,1,94.2,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1
0,7,0,0,62.8,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,30,0,1,79.65,2,1,2,2,1,0,0,0,0,1,0,1,0,0,1
0,1,0,0,45.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,72,2,0,26.45,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,32,0,1,81.1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,43,0,1,103.0,2,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,61,2,1,80.8,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,33,0,1,70.4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,61,1,1,106.0,3,1,2,3,1,0,0,1,0,1,0,0,0,0,1
0,30,2,1,55.65,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0
0,49,2,0,49.65,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,3,0,1,74.75,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,1,0,1,50.75,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,55,2,0,88.8,3,1,2,2,1,0,0,0,0,0,0,1,0,1,0
1,68,2,0,95.1,3,1,3,3,1,0,0,1,0,1,0,0,0,1,0
1,45,2,0,54.65,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,24.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,0,1,93.0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,26,0,1,60.05,2,1,2,1,0,0,0,0,0,1,0,0,0,1,1
0,11,1,0,53.8,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,72,2,1,109.55,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,71,2,0,25.45,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,71,1,1,86.7,3,1,3,2,1,0,0,1,0,1,0,1,0,0,0
0,3,0,0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,1,0,24.9,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,65,2,0,59.95,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,16,0,1,74.75,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,72,2,1,115.55,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,1,0,0,74.35,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0
1,72,2,0,107.45,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,8,0,1,75.75,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,33,0,1,50.0,2,1,3,1,0,0,0,0,0,1,0,1,0,1,0
0,29,2,0,19.4,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,8,0,0,56.3,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0
1,2,0,1,30.25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,1,44.45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,42,1,0,97.1,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,19.5,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,65,2,0,19.35,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,10,0,0,70.15,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,22,0,1,74.4,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,67,0,1,101.4,3,1,1,3,1,0,0,0,0,0,0,1,0,0,0
0,42,2,1,20.75,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,37,2,1,62.8,2,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,50,0,1,109.65,3,1,3,3,1,0,0,1,0,1,0,0,0,1,0
1,29,1,0,20.0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,62,2,0,19.85,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,47,0,1,106.35,2,1,2,3,1,0,0,0,0,1,0,1,0,0,0
1,65,2,0,91.55,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,33,1,1,79.95,2,1,2,2,1,0,0,0,0,1,0,0,0,1,0
0,63,0,0,108.25,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,8,0,1,54.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,14,0,1,100.55,1,1,1,3,1,0,0,0,0,1,0,0,0,0,1
1,42,1,1,45.1,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0
1,72,2,1,116.8,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,1,0,0,20.15,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,72,2,0,64.75,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
0,19,2,1,19.95,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,3,0,1,74.75,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
1,9,2,0,19.75,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,1,109.65,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,1,0,1,72.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,58,1,1,19.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,71,2,0,100.5,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
1,9,2,0,19.6,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,51,1,1,90.35,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,62,0,1,89.1,3,1,3,2,1,0,0,1,0,1,0,1,0,0,0
0,64,1,1,115.0,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
1,14,0,1,91.65,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1
0,50,1,1,103.95,3,1,2,3,1,0,0,1,0,0,0,1,0,0,0
0,27,0,1,56.15,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0
0,19,0,0,89.65,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,17,1,1,19.65,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,5,0,1,64.35,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,43,1,0,85.1,2,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,8,0,0,85.2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,20.15,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,3,0,1,50.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,84.75,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,66,2,0,20.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,36,1,1,75.55,2,1,4,2,0,0,0,1,0,1,0,1,0,1,0
1,0,2,0,19.85,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,13,1,1,19.95,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,1,35.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,71,2,1,99.0,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,8,0,1,43.35,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0
1,49,1,1,93.65,3,1,2,2,1,0,0,0,0,1,0,1,0,0,0
1,1,0,1,48.75,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,35,0,1,96.75,2,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,1,0,0,49.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,71,0,1,105.1,3,1,2,3,1,0,0,1,0,1,0,0,0,0,1
0,46,0,1,43.95,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,14,0,1,64.7,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1,18,0,0,25.55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,49.9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,42,1,1,20.65,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,27,0,0,90.15,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,27,2,1,19.6,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,65,2,1,53.5,3,1,2,1,0,0,0,0,0,1,0,1,0,0,0
0,22,0,1,48.8,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
0,64,0,0,74.65,3,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,20,1,1,19.35,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,60,1,1,97.95,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
1,71,2,0,100.2,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,71,1,1,98.65,3,1,1,3,1,0,0,0,0,0,0,1,0,0,0
1,62,0,1,70.45,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
0,72,2,0,65.5,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,69,1,1,105.2,3,1,2,3,1,0,0,0,0,1,0,0,0,1,0
0,63,1,1,81.2,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,61,2,0,75.35,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,3,0,0,20.0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,56,0,0,89.7,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,72,2,1,104.8,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,1,0,0,45.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,75.55,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
1,68,2,1,88.85,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,22,0,1,24.85,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,2,0,0,51.55,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,29,1,1,19.8,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,68,2,1,110.0,3,1,3,3,1,0,0,0,0,1,0,1,0,1,1
1,60,2,0,19.95,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,4,0,1,100.2,0,1,1,3,1,0,0,0,0,1,0,0,0,0,1
0,67,1,1,49.35,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,72,2,1,116.95,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,11,2,0,20.4,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,2,0,1,88.55,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,3,0,0,75.0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,4,0,0,86.05,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,11,0,0,84.8,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
1,39,2,0,100.55,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0
1,14,1,1,19.5,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,32,1,1,64.85,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,72,2,0,68.4,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,3,1,1,19.45,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,43,0,0,66.25,2,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,10,2,1,29.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,41,0,1,94.55,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,64,0,1,43.85,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0
0,66,1,1,63.85,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
